Timestamp,Device,Power_Consumption_Watt
2025-04-27 20:00:00,Washing machine,550
2025-04-27 20:00:00,TV,119
2025-04-27 20:00:00,Laptop,30
2025-04-27 20:00:00,Heater,1503
2025-04-27 21:00:00,Fridge,175
2025-04-27 21:00:00,Washing machine,754
2025-04-27 21:00:00,TV,181
2025-04-27 21:00:00,Laptop,46
2025-04-27 21:00:00,Heater,1526
2025-04-27 22:00:00,Fridge,171
2025-04-27 22:00:00,Washing machine,1441
2025-04-27 22:00:00,TV,264
2025-04-27 22:00:00,Laptop,58
2025-04-27 22:00:00,Heater,1656
2025-04-27 23:00:00,Fridge,162
2025-04-27 23:00:00,Washing machine,1050
2025-04-27 23:00:00,TV,202
2025-04-27 23:00:00,Laptop,88
2025-04-27 23:00:00,Heater,1121
2025-04-28 00:00:00,Fridge,136
2025-04-28 00:00:00,Washing machine,1050
2025-04-28 00:00:00,TV,214
2025-04-28 00:00:00,Laptop,54
2025-04-28 00:00:00,Heater,1119
2025-04-28 01:00:00,Fridge,176
2025-04-28 01:00:00,Washing machine,550
2025-04-28 01:00:00,TV,101
2025-04-28 01:00:00,Laptop,58
2025-04-28 01:00:00,Heater,1550
2025-04-28 02:00:00,Fridge,120
2025-04-28 02:00:00,Washing machine,1422
2025-04-28 02:00:00,TV,151
2025-04-28 02:00:00,Laptop,82
2025-04-28 02:00:00,Heater,1202
2025-04-28 03:00:00,Fridge,118
2025-04-28 03:00:00,Washing machine,1008
2025-04-28 03:00:00,TV,110
2025-04-28 03:00:00,Laptop,69
2025-04-28 03:00:00,Heater,1574
2025-04-28 04:00:00,Fridge,143
2025-04-28 04:00:00,Washing machine,1474
2025-04-28 04:00:00,TV,159
2025-04-28 04:00:00,Laptop,68
2025-04-28 04:00:00,Heater,1163
2025-04-28 05:00:00,Fridge,165
2025-04-28 05:00:00,Washing machine,727
2025-04-28 05:00:00,TV,166
2025-04-28 05:00:00,Laptop,84
2025-04-28 05:00:00,Heater,1043
2025-04-28 06:00:00,Fridge,118
2025-04-28 06:00:00,Washing machine,1340
2025-04-28 06:00:00,TV,259
2025-04-28 06:00:00,Laptop,70
2025-04-28 06:00:00,Heater,1621
2025-04-28 07:00:00,Fridge,164
2025-04-28 07:00:00,Washing machine,508
2025-04-28 07:00:00,TV,131
2025-04-28 07:00:00,Laptop,88
2025-04-28 07:00:00,Heater,1005
2025-04-28 08:00:00,Fridge,185
2025-04-28 08:00:00,Washing machine,826
2025-04-28 08:00:00,TV,190
2025-04-28 08:00:00,Laptop,66
2025-04-28 08:00:00,Heater,1315
2025-04-28 09:00:00,Fridge,127
2025-04-28 09:00:00,Washing machine,1233
2025-04-28 09:00:00,TV,221
2025-04-28 09:00:00,Laptop,50
2025-04-28 09:00:00,Heater,1246
2025-04-28 10:00:00,Fridge,109
2025-04-28 10:00:00,Washing machine,595
2025-04-28 10:00:00,TV,292
2025-04-28 10:00:00,Laptop,50
2025-04-28 10:00:00,Heater,1046
2025-04-28 11:00:00,Fridge,164
2025-04-28 11:00:00,Washing machine,1046
2025-04-28 11:00:00,TV,108
2025-04-28 11:00:00,Laptop,36
2025-04-28 11:00:00,Heater,1213
2025-04-28 12:00:00,Fridge,114
2025-04-28 12:00:00,Washing machine,527
2025-04-28 12:00:00,TV,266
2025-04-28 12:00:00,Laptop,73
2025-04-28 12:00:00,Heater,1690
2025-04-28 13:00:00,Fridge,124
2025-04-28 13:00:00,Washing machine,873
2025-04-28 13:00:00,TV,137
2025-04-28 13:00:00,Laptop,50
2025-04-28 13:00:00,Heater,1868
2025-04-28 14:00:00,Fridge,194
2025-04-28 14:00:00,Washing machine,1461
2025-04-28 14:00:00,TV,297
2025-04-28 14:00:00,Laptop,63
2025-04-28 14:00:00,Heater,1264
2025-04-28 15:00:00,Fridge,105
2025-04-28 15:00:00,Washing machine,804
2025-04-28 15:00:00,TV,156
2025-04-28 15:00:00,Laptop,46
2025-04-28 15:00:00,Heater,1972
2025-04-28 16:00:00,Fridge,143
2025-04-28 16:00:00,Washing machine,1281
2025-04-28 16:00:00,TV,176
2025-04-28 16:00:00,Laptop,72
2025-04-28 16:00:00,Heater,1798
2025-04-28 17:00:00,Fridge,100
2025-04-28 17:00:00,Washing machine,1497
2025-04-28 17:00:00,TV,222
2025-04-28 17:00:00,Laptop,40
2025-04-28 17:00:00,Heater,1091
2025-04-28 18:00:00,Fridge,158
2025-04-28 18:00:00,Washing machine,743
2025-04-28 18:00:00,TV,248
2025-04-28 18:00:00,Laptop,39
2025-04-28 18:00:00,Heater,1346
2025-04-28 19:00:00,Fridge,111
2025-04-28 19:00:00,Washing machine,1107
2025-04-28 19:00:00,TV,174
2025-04-28 19:00:00,Laptop,42
2025-04-28 19:00:00,Heater,1498
2025-04-28 20:00:00,Fridge,114
2025-04-28 20:00:00,Washing machine,988
2025-04-28 20:00:00,TV,178
2025-04-28 20:00:00,Laptop,67
2025-04-28 20:00:00,Heater,1497
2025-04-28 21:00:00,Fridge,154
2025-04-28 21:00:00,Washing machine,1204
2025-04-28 21:00:00,TV,106
2025-04-28 21:00:00,Laptop,86
2025-04-28 21:00:00,Heater,1810
2025-04-28 22:00:00,Fridge,147
2025-04-28 22:00:00,Washing machine,1262
2025-04-28 22:00:00,TV,120
2025-04-28 22:00:00,Laptop,48
2025-04-28 22:00:00,Heater,1111
2025-04-28 23:00:00,Fridge,124
2025-04-28 23:00:00,Washing machine,1227
2025-04-28 23:00:00,TV,189
2025-04-28 23:00:00,Laptop,82
2025-04-28 23:00:00,Heater,1486
